actual,staff,matched_to,sim,correct
energy_business_research,"Kosowski, Robert Dr ",enterprise_research_centre,0.0564516129032,False
hedge_funds,"Kosowski, Robert Dr ",enterprise_research_centre,0.0564516129032,False
risk_mgmt,"Kosowski, Robert Dr ",enterprise_research_centre,0.0564516129032,False
energy_business_research,"Martin, Ralf Dr",enterprise_research_centre,0.0574712643678,False
energy_business_research,"Ozaki, Ritsuko Dr",energy_business_research,0.0769230769231,True
energy_business_research,"Smith, Keith Dr",health_mgmt,0.0641025641026,False
energy_business_research,"Wiesemann, Wolfram Dr",brevan_howard,0.0428571428571,False
kpmg,"Wiesemann, Wolfram Dr",brevan_howard,0.0428571428571,False
global_finance_tech,Andrei Kirilenko,health_mgmt,0.0434782608696,False
health_mgmt,"Barlow, James Prof",health_mgmt,0.0912698412698,True
health_mgmt,"Cox, Benita Dr",health_mgmt,0.0745614035088,True
health_mgmt,"Miraldo, Marisa Dr",health_mgmt,0.0542986425339,True
kpmg,"Miraldo, Marisa Dr",health_mgmt,0.0542986425339,False
ghandi_centre,"Miraldo, Marisa Dr",health_mgmt,0.0542986425339,False
health_mgmt,"de Preux, Laure Dr",enterprise_research_centre,0.0506329113924,False
health_mgmt,"Propper,",health_mgmt,0.0843373493976,True
health_mgmt,"Smith, Peter C Professor",health_mgmt,0.0643776824034,True
health_mgmt,Eliana Barrenho,centre_for_management_buy_out_research,0.0326797385621,False
hedge_funds,"Cathcart, Lara Dr",brevan_howard,0.0348837209302,False
risk_mgmt,"Cathcart, Lara Dr",brevan_howard,0.0348837209302,False
hedge_funds,"Sefton, James Prof",health_mgmt,0.038961038961,False
risk_mgmt,"Sefton, James Prof",health_mgmt,0.038961038961,False
hedge_funds,"Zaffaroni, Paolo Dr",hedge_funds,0.048465266559,True
risk_mgmt,"Zaffaroni, Paolo Dr",hedge_funds,0.048465266559,False
hedge_funds,"Abadir, Karim Prof",centre_for_management_buy_out_research,0.0355555555556,False
risk_mgmt,"Abadir, Karim Prof",centre_for_management_buy_out_research,0.0355555555556,False
hedge_funds,"Buraschi, Andrea Prof",enterprise_research_centre,0.0280373831776,False
risk_mgmt,"Buraschi, Andrea Prof",enterprise_research_centre,0.0280373831776,False
hedge_funds,"Chemla, Gilles Dr",centre_for_management_buy_out_research,0.0654205607477,False
risk_mgmt,"Chemla, Gilles Dr",centre_for_management_buy_out_research,0.0654205607477,False
hedge_funds,"Tinn, Katrin Dr",health_mgmt,0.0439024390244,False
risk_mgmt,"Tinn, Katrin Dr",health_mgmt,0.0439024390244,False
hedge_funds,Dr Petri Jylha,brevan_howard,0.0526315789474,False
risk_mgmt,Dr Petri Jylha,brevan_howard,0.0526315789474,False
hedge_funds,Professor Rustam Ibragimov,enterprise_research_centre,0.031746031746,False
risk_mgmt,Professor Rustam Ibragimov,enterprise_research_centre,0.031746031746,False
digital_city_exchange,"Gann, David Prof",energy_business_research,0.0473933649289,False
kpmg,"Kennedy, Mark Dr",kpmg,0.0545454545455,True
kpmg,"Haskel, Jonathan Professor",enterprise_research_centre,0.0719424460432,False
kpmg,"Talluri, Kalyan Professor",health_mgmt,0.025,False
ghandi_centre,"Talluri, Kalyan Professor",health_mgmt,0.025,False
kpmg,"Sismeiro, Catarina Dr",centre_for_management_buy_out_research,0.0547263681592,False
ghandi_centre,"Chaturvedi, Sankalp Dr",centre_for_management_buy_out_research,0.0422535211268,False
ghandi_centre,Andreas Eisingerich,health_mgmt,0.0666666666667,False
ghandi_centre,"Malhotra, Namrata Dr",risk_mgmt,0.0593220338983,False
ghandi_centre,Anu Wadhawa,centre_for_management_buy_out_research,0.042328042328,False
ghandi_centre,"Alnuaimi, Tufool Dr",ghandi_centre,0.0617283950617,True
ghandi_centre,"Pinto, Jonathan Dr",health_mgmt,0.0241935483871,False
ghandi_centre,"Mishina, Yuri Dr",centre_for_management_buy_out_research,0.0588235294118,False
