actual,staff,matched_to,sim,correct
health_mgmt,"Smith, Peter C Professor",health_mgmt,0.158442358561,True
health_mgmt,Eliana Barrenho,health_mgmt,0.116774841624,True
hedge_funds,"Cathcart, Lara Dr",hedge_funds,0.108260165637,True
risk_mgmt,"Cathcart, Lara Dr",hedge_funds,0.108260165637,False
hedge_funds,"Sefton, James Prof",hedge_funds,0.128965771868,True
risk_mgmt,"Sefton, James Prof",hedge_funds,0.128965771868,False
hedge_funds,"Zaffaroni, Paolo Dr",hedge_funds,0.156027463251,True
risk_mgmt,"Zaffaroni, Paolo Dr",hedge_funds,0.156027463251,False
hedge_funds,"Abadir, Karim Prof",hedge_funds,0.0600962310161,True
risk_mgmt,"Abadir, Karim Prof",hedge_funds,0.0600962310161,False
hedge_funds,"Buraschi, Andrea Prof",hedge_funds,0.0999834751713,True
risk_mgmt,"Buraschi, Andrea Prof",hedge_funds,0.0999834751713,False
hedge_funds,"Chemla, Gilles Dr",centre_for_management_buy_out_research,0.149209419391,False
risk_mgmt,"Chemla, Gilles Dr",centre_for_management_buy_out_research,0.149209419391,False
hedge_funds,"Tinn, Katrin Dr",ghandi_centre,0.121367009109,False
risk_mgmt,"Tinn, Katrin Dr",ghandi_centre,0.121367009109,False
hedge_funds,Dr Petri Jylha,brevan_howard,0.152277397525,False
risk_mgmt,Dr Petri Jylha,brevan_howard,0.152277397525,False
hedge_funds,Professor Rustam Ibragimov,global_finance_tech,0.0654653670708,False
risk_mgmt,Professor Rustam Ibragimov,global_finance_tech,0.0654653670708,False
digital_city_exchange,"Gann, David Prof",health_mgmt,0.105730136615,False
kpmg,"Kennedy, Mark Dr",kpmg,0.193393428274,True
kpmg,"Haskel, Jonathan Professor",enterprise_research_centre,0.156502140609,False
kpmg,"Talluri, Kalyan Professor",kpmg,0.125193348917,True
ghandi_centre,"Talluri, Kalyan Professor",kpmg,0.125193348917,False
kpmg,"Sismeiro, Catarina Dr",ghandi_centre,0.124046515444,False
ghandi_centre,"Chaturvedi, Sankalp Dr",health_mgmt,0.0971625413447,False
ghandi_centre,Andreas Eisingerich,kpmg,0.169117647059,False
ghandi_centre,"Malhotra, Namrata Dr",risk_mgmt,0.164991582277,False
ghandi_centre,Anu Wadhawa,centre_for_management_buy_out_research,0.12222646627,False
ghandi_centre,"Alnuaimi, Tufool Dr",ghandi_centre,0.179547392852,True
ghandi_centre,"Pinto, Jonathan Dr",health_mgmt,0.0507836716119,False
ghandi_centre,"Mishina, Yuri Dr",centre_for_management_buy_out_research,0.121799691441,False
